Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	Ka	Value	Triangle
D_336	E_282	D	E	D_01	E_03	Autosomes	K = 2	-0.004494	Individual
D_433	E_282	D	E	D_08	E_03	Allosome	K = 4	 0.021736	Individual
D_429	E_282	D	E	D_05	E_03	Autosomes	K = 6	-0.006228	Individual
D_426	E_282	D	E	D_02	E_03	Allosome	K = 5	 0.029926	Individual
D_429	E_282	D	E	D_05	E_03	Allosome	K = 7	 0.017937	Individual
D_429	E_282	D	E	D_05	E_03	Autosomes	K = 2	-0.009967	Individual
D_432	E_282	D	E	D_07	E_03	Autosomes	K = 5	 0.002892	Individual
D_336	E_282	D	E	D_01	E_03	Autosomes	K = 3	 0.000371	Individual
D_433	E_282	D	E	D_08	E_03	Allosome	K = 3	 0.022980	Individual
D_428	E_282	D	E	D_04	E_03	Allosome	K = 3	 0.049042	Individual
D_433	E_282	D	E	D_08	E_03	Allosome	K = 6	-0.007187	Individual
D_431	E_282	D	E	D_06	E_03	Allosome	K = 5	 0.053059	Individual
D_433	E_282	D	E	D_08	E_03	Autosomes	K = 4	 0.002012	Individual
D_428	E_282	D	E	D_04	E_03	Autosomes	K = 3	-0.001351	Individual
D_429	E_282	D	E	D_05	E_03	Autosomes	K = 7	-0.006062	Individual
D_435	E_282	D	E	D_10	E_03	Autosomes	K = 3	 0.005250	Individual
D_336	E_282	D	E	D_01	E_03	Autosomes	K = 7	-0.000345	Individual
D_426	E_282	D	E	D_02	E_03	Allosome	K = 4	 0.030076	Individual
D_426	E_282	D	E	D_02	E_03	Allosome	K = 6	 0.001415	Individual
D_427	E_282	D	E	D_03	E_03	Autosomes	K = 6	-0.000536	Individual
D_434	E_282	D	E	D_09	E_03	Allosome	K = 5	 0.077486	Individual
D_427	E_282	D	E	D_03	E_03	Allosome	K = 2	-0.046547	Individual
D_431	E_282	D	E	D_06	E_03	Autosomes	K = 3	-0.002967	Individual
D_431	E_282	D	E	D_06	E_03	Autosomes	K = 7	-0.003752	Individual
D_432	E_282	D	E	D_07	E_03	Autosomes	K = 3	 0.003639	Individual
D_429	E_282	D	E	D_05	E_03	Allosome	K = 6	 0.007474	Individual
D_435	E_282	D	E	D_10	E_03	Autosomes	K = 5	 0.004581	Individual
D_433	E_282	D	E	D_08	E_03	Autosomes	K = 7	 0.001327	Individual
D_426	E_282	D	E	D_02	E_03	Autosomes	K = 4	 0.006876	Individual
D_432	E_282	D	E	D_07	E_03	Allosome	K = 2	 0.000224	Individual
D_433	E_282	D	E	D_08	E_03	Autosomes	K = 3	 0.002012	Individual
D_435	E_282	D	E	D_10	E_03	Autosomes	K = 2	-0.000206	Individual
D_431	E_282	D	E	D_06	E_03	Autosomes	K = 2	-0.008112	Individual
D_427	E_282	D	E	D_03	E_03	Allosome	K = 4	-0.019504	Individual
D_432	E_282	D	E	D_07	E_03	Autosomes	K = 6	 0.002911	Individual
D_428	E_282	D	E	D_04	E_03	Autosomes	K = 4	-0.001351	Individual
D_431	E_282	D	E	D_06	E_03	Allosome	K = 3	 0.051873	Individual
D_428	E_282	D	E	D_04	E_03	Allosome	K = 5	 0.047782	Individual
D_427	E_282	D	E	D_03	E_03	Autosomes	K = 4	 0.000219	Individual
D_432	E_282	D	E	D_07	E_03	Allosome	K = 5	 0.029265	Individual
D_435	E_282	D	E	D_10	E_03	Allosome	K = 2	 0.005785	Individual
D_336	E_282	D	E	D_01	E_03	Allosome	K = 3	-0.031605	Individual
D_336	E_282	D	E	D_01	E_03	Allosome	K = 4	-0.032863	Individual
D_428	E_282	D	E	D_04	E_03	Allosome	K = 2	 0.011327	Individual
D_427	E_282	D	E	D_03	E_03	Allosome	K = 3	-0.018354	Individual
D_336	E_282	D	E	D_01	E_03	Autosomes	K = 6	-0.000417	Individual
D_433	E_282	D	E	D_08	E_03	Autosomes	K = 6	 0.001257	Individual
D_434	E_282	D	E	D_09	E_03	Autosomes	K = 4	-0.000748	Individual
D_426	E_282	D	E	D_02	E_03	Allosome	K = 2	-0.005638	Individual
D_434	E_282	D	E	D_09	E_03	Allosome	K = 4	 0.077516	Individual
D_435	E_282	D	E	D_10	E_03	Allosome	K = 7	-0.013076	Individual
D_336	E_282	D	E	D_01	E_03	Allosome	K = 2	-0.062542	Individual
D_432	E_282	D	E	D_07	E_03	Allosome	K = 3	 0.030543	Individual
D_426	E_282	D	E	D_02	E_03	Autosomes	K = 6	 0.006133	Individual
D_427	E_282	D	E	D_03	E_03	Autosomes	K = 2	-0.005282	Individual
D_434	E_282	D	E	D_09	E_03	Autosomes	K = 5	-0.001667	Individual
D_432	E_282	D	E	D_07	E_03	Autosomes	K = 7	 0.002980	Individual
D_432	E_282	D	E	D_07	E_03	Allosome	K = 7	-0.003334	Individual
D_433	E_282	D	E	D_08	E_03	Allosome	K = 5	 0.021674	Individual
D_336	E_282	D	E	D_01	E_03	Autosomes	K = 4	 0.000371	Individual
D_435	E_282	D	E	D_10	E_03	Allosome	K = 4	 0.038687	Individual
D_426	E_285	D	E	D_02	E_04	Autosomes	K = 3	 0.001236	Individual
D_429	E_285	D	E	D_05	E_04	Allosome	K = 5	-0.042505	Individual
D_428	E_285	D	E	D_04	E_04	Allosome	K = 2	-0.045476	Individual
D_428	E_285	D	E	D_04	E_04	Autosomes	K = 2	-0.004705	Individual
D_426	E_285	D	E	D_02	E_04	Allosome	K = 7	 0.020579	Individual
D_428	E_285	D	E	D_04	E_04	Autosomes	K = 5	-0.001330	Individual
D_435	E_285	D	E	D_10	E_04	Autosomes	K = 7	-0.001164	Individual
D_429	E_285	D	E	D_05	E_04	Autosomes	K = 4	 0.002148	Individual
D_431	E_285	D	E	D_06	E_04	Allosome	K = 2	-0.115701	Individual
D_432	E_285	D	E	D_07	E_04	Autosomes	K = 2	-0.007785	Individual
D_429	E_285	D	E	D_05	E_04	Allosome	K = 3	-0.040839	Individual
D_434	E_285	D	E	D_09	E_04	Allosome	K = 2	-0.033917	Individual
D_336	E_285	D	E	D_01	E_04	Autosomes	K = 3	 0.003224	Individual
D_431	E_285	D	E	D_06	E_04	Allosome	K = 6	-0.109907	Individual
D_435	E_285	D	E	D_10	E_04	Allosome	K = 6	 0.028651	Individual
D_431	E_285	D	E	D_06	E_04	Autosomes	K = 5	-0.000151	Individual
D_433	E_285	D	E	D_08	E_04	Allosome	K = 7	-0.006407	Individual
D_434	E_285	D	E	D_09	E_04	Autosomes	K = 3	 0.002926	Individual
D_432	E_285	D	E	D_07	E_04	Allosome	K = 6	-0.054955	Individual
D_434	E_285	D	E	D_09	E_04	Allosome	K = 3	-0.015713	Individual
D_426	E_285	D	E	D_02	E_04	Autosomes	K = 2	-0.002492	Individual
D_428	E_285	D	E	D_04	E_04	Allosome	K = 7	-0.020727	Individual
D_431	E_285	D	E	D_06	E_04	Allosome	K = 7	-0.069233	Individual
D_428	E_285	D	E	D_04	E_04	Autosomes	K = 7	-0.001318	Individual
D_427	E_285	D	E	D_03	E_04	Autosomes	K = 3	 0.003860	Individual
D_427	E_285	D	E	D_03	E_04	Autosomes	K = 5	 0.003437	Individual
D_434	E_285	D	E	D_09	E_04	Autosomes	K = 2	-0.000952	Individual
D_429	E_285	D	E	D_05	E_04	Allosome	K = 4	-0.042020	Individual
D_435	E_285	D	E	D_10	E_04	Allosome	K = 5	 0.035752	Individual
D_435	E_285	D	E	D_10	E_04	Autosomes	K = 3	-0.000649	Individual
D_434	E_285	D	E	D_09	E_04	Autosomes	K = 7	 0.002453	Individual
D_434	E_285	D	E	D_09	E_04	Allosome	K = 7	-0.007705	Individual
D_426	E_285	D	E	D_02	E_04	Autosomes	K = 5	 0.000706	Individual
D_429	E_285	D	E	D_05	E_04	Autosomes	K = 5	 0.001772	Individual
D_426	E_285	D	E	D_02	E_04	Allosome	K = 3	 0.020141	Individual
D_432	E_285	D	E	D_07	E_04	Autosomes	K = 4	-0.004162	Individual
D_433	E_285	D	E	D_08	E_04	Allosome	K = 4	-0.039267	Individual
D_427	E_285	D	E	D_03	E_04	Allosome	K = 7	 0.123894	Individual
D_336	E_285	D	E	D_01	E_04	Allosome	K = 6	 0.097087	Individual
D_428	E_285	D	E	D_04	E_04	Allosome	K = 4	-0.022511	Individual
D_435	E_285	D	E	D_10	E_04	Autosomes	K = 5	-0.001181	Individual
D_429	E_285	D	E	D_05	E_04	Autosomes	K = 3	 0.002148	Individual
D_427	E_285	D	E	D_03	E_04	Allosome	K = 6	 0.146352	Individual
D_336	E_285	D	E	D_01	E_04	Autosomes	K = 5	 0.002850	Individual
D_427	E_285	D	E	D_03	E_04	Allosome	K = 5	 0.153553	Individual
D_336	E_285	D	E	D_01	E_04	Autosomes	K = 4	 0.003224	Individual
D_433	E_285	D	E	D_08	E_04	Allosome	K = 3	-0.038384	Individual
D_431	E_285	D	E	D_06	E_04	Autosomes	K = 6	-0.000235	Individual
D_426	E_285	D	E	D_02	E_04	Autosomes	K = 7	 0.000675	Individual
D_433	E_285	D	E	D_08	E_04	Autosomes	K = 5	-0.003814	Individual
D_428	E_285	D	E	D_04	E_04	Autosomes	K = 4	-0.000734	Individual
D_431	E_285	D	E	D_06	E_04	Allosome	K = 4	-0.107009	Individual
D_429	E_285	D	E	D_05	E_04	Allosome	K = 7	 0.005792	Individual
D_336	E_285	D	E	D_01	E_04	Allosome	K = 7	 0.070844	Individual
D_427	E_285	D	E	D_03	E_04	Autosomes	K = 4	 0.003860	Individual
D_432	E_285	D	E	D_07	E_04	Allosome	K = 4	-0.042231	Individual
D_426	E_285	D	E	D_02	E_04	Autosomes	K = 4	 0.001236	Individual
D_429	E_285	D	E	D_05	E_04	Autosomes	K = 6	 0.001693	Individual
D_336	E_285	D	E	D_01	E_04	Autosomes	K = 2	-0.000168	Individual
D_432	E_285	D	E	D_07	E_04	Autosomes	K = 5	-0.004779	Individual
D_426	E_285	D	E	D_02	E_04	Autosomes	K = 6	 0.000629	Individual
D_434	E_285	D	E	D_09	E_04	Allosome	K = 6	-0.029066	Individual
D_434	E_285	D	E	D_09	E_04	Autosomes	K = 4	 0.002926	Individual
D_433	E_285	D	E	D_08	E_04	Allosome	K = 2	-0.049609	Individual
D_428	E_285	D	E	D_04	E_04	Allosome	K = 3	-0.021547	Individual
D_428	E_285	D	E	D_04	E_04	Autosomes	K = 6	-0.001401	Individual
D_435	E_285	D	E	D_10	E_04	Allosome	K = 3	 0.036803	Individual
D_434	E_285	D	E	D_09	E_04	Autosomes	K = 5	 0.002478	Individual
D_433	E_285	D	E	D_08	E_04	Autosomes	K = 7	-0.003810	Individual
D_435	E_285	D	E	D_10	E_04	Autosomes	K = 6	-0.001249	Individual
D_427	E_285	D	E	D_03	E_04	Allosome	K = 2	 0.126178	Individual
D_336	E_285	D	E	D_01	E_04	Allosome	K = 5	 0.103811	Individual
D_431	E_285	D	E	D_06	E_04	Allosome	K = 5	-0.106692	Individual
D_427	E_285	D	E	D_03	E_04	Autosomes	K = 6	 0.003341	Individual
D_431	E_285	D	E	D_06	E_04	Autosomes	K = 2	-0.003595	Individual
D_433	E_285	D	E	D_08	E_04	Autosomes	K = 6	-0.003886	Individual
D_433	E_285	D	E	D_08	E_04	Allosome	K = 6	-0.052027	Individual
D_427	E_285	D	E	D_03	E_04	Allosome	K = 4	 0.153855	Individual
D_426	E_285	D	E	D_02	E_04	Allosome	K = 6	 0.012464	Individual
D_426	E_285	D	E	D_02	E_04	Allosome	K = 5	 0.019205	Individual
D_431	E_285	D	E	D_06	E_04	Allosome	K = 3	-0.109008	Individual
D_435	E_285	D	E	D_10	E_04	Autosomes	K = 4	-0.000649	Individual
D_426	E_285	D	E	D_02	E_04	Allosome	K = 4	 0.019507	Individual
D_432	E_285	D	E	D_07	E_04	Autosomes	K = 3	-0.004162	Individual
D_336	E_285	D	E	D_01	E_04	Allosome	K = 3	 0.105195	Individual
D_433	E_285	D	E	D_08	E_04	Autosomes	K = 4	-0.003174	Individual
D_431	E_285	D	E	D_06	E_04	Autosomes	K = 4	 0.000249	Individual
D_428	E_285	D	E	D_04	E_04	Allosome	K = 5	-0.022938	Individual
D_428	E_285	D	E	D_04	E_04	Allosome	K = 6	-0.036237	Individual
D_429	E_285	D	E	D_05	E_04	Autosomes	K = 2	-0.001340	Individual
D_435	E_285	D	E	D_10	E_04	Autosomes	K = 2	-0.004436	Individual
D_336	E_285	D	E	D_01	E_04	Autosomes	K = 7	 0.002754	Individual
D_426	E_285	D	E	D_02	E_04	Allosome	K = 2	-0.002067	Individual
D_433	E_285	D	E	D_08	E_04	Autosomes	K = 3	-0.003174	Individual
D_429	E_285	D	E	D_05	E_04	Allosome	K = 6	-0.052000	Individual
D_435	E_285	D	E	D_10	E_04	Allosome	K = 2	 0.015266	Individual
D_434	E_285	D	E	D_09	E_04	Allosome	K = 5	-0.017154	Individual
D_433	E_285	D	E	D_08	E_04	Autosomes	K = 2	-0.007134	Individual
D_336	E_285	D	E	D_01	E_04	Allosome	K = 4	 0.104198	Individual
D_336	E_285	D	E	D_01	E_04	Autosomes	K = 6	 0.002760	Individual
D_432	E_285	D	E	D_07	E_04	Autosomes	K = 6	-0.004855	Individual
D_432	E_285	D	E	D_07	E_04	Autosomes	K = 7	-0.004741	Individual
D_432	E_285	D	E	D_07	E_04	Allosome	K = 5	-0.042713	Individual
D_336	E_285	D	E	D_01	E_04	Allosome	K = 2	 0.080622	Individual
D_434	E_285	D	E	D_09	E_04	Allosome	K = 4	-0.016697	Individual
D_427	E_285	D	E	D_03	E_04	Allosome	K = 3	 0.154484	Individual
D_429	E_285	D	E	D_05	E_04	Autosomes	K = 7	 0.001706	Individual
D_435	E_285	D	E	D_10	E_04	Allosome	K = 7	 0.042257	Individual
D_432	E_285	D	E	D_07	E_04	Allosome	K = 7	-0.015712	Individual
D_431	E_285	D	E	D_06	E_04	Autosomes	K = 7	-0.000206	Individual
D_428	E_285	D	E	D_04	E_04	Autosomes	K = 3	-0.000734	Individual
D_434	E_285	D	E	D_09	E_04	Autosomes	K = 6	 0.002404	Individual
D_432	E_285	D	E	D_07	E_04	Allosome	K = 2	-0.056391	Individual
D_427	E_285	D	E	D_03	E_04	Autosomes	K = 7	 0.003385	Individual
D_427	E_285	D	E	D_03	E_04	Autosomes	K = 2	-0.000279	Individual
D_432	E_285	D	E	D_07	E_04	Allosome	K = 3	-0.041297	Individual
D_433	E_285	D	E	D_08	E_04	Allosome	K = 5	-0.039757	Individual
D_431	E_285	D	E	D_06	E_04	Autosomes	K = 3	 0.000249	Individual
D_435	E_285	D	E	D_10	E_04	Allosome	K = 4	 0.036108	Individual
D_429	E_285	D	E	D_05	E_04	Allosome	K = 2	-0.051475	Individual
D_426	E_286	D	E	D_02	E_05	Allosome	K = 7	 0.044399	Individual
D_429	E_286	D	E	D_05	E_05	Allosome	K = 3	-0.053118	Individual
D_427	E_286	D	E	D_03	E_05	Autosomes	K = 3	-0.000998	Individual
D_434	E_286	D	E	D_09	E_05	Allosome	K = 2	-0.027275	Individual
D_426	E_286	D	E	D_02	E_05	Autosomes	K = 3	-0.001357	Individual
D_432	E_286	D	E	D_07	E_05	Autosomes	K = 4	 0.003263	Individual
D_434	E_286	D	E	D_09	E_05	Autosomes	K = 7	-0.002255	Individual
D_428	E_286	D	E	D_04	E_05	Allosome	K = 2	-0.021960	Individual
D_434	E_286	D	E	D_09	E_05	Allosome	K = 6	-0.024741	Individual
D_427	E_286	D	E	D_03	E_05	Autosomes	K = 5	-0.001884	Individual
D_428	E_286	D	E	D_04	E_05	Autosomes	K = 2	-0.002025	Individual
D_431	E_286	D	E	D_06	E_05	Allosome	K = 6	-0.043289	Individual
D_432	E_286	D	E	D_07	E_05	Autosomes	K = 2	-0.001596	Individual
D_434	E_286	D	E	D_09	E_05	Autosomes	K = 5	-0.002796	Individual
D_432	E_286	D	E	D_07	E_05	Allosome	K = 6	-0.046401	Individual
D_431	E_286	D	E	D_06	E_05	Allosome	K = 2	-0.064092	Individual
D_431	E_286	D	E	D_06	E_05	Allosome	K = 7	-0.017581	Individual
D_434	E_286	D	E	D_09	E_05	Autosomes	K = 3	-0.001972	Individual
D_435	E_286	D	E	D_10	E_05	Autosomes	K = 5	 0.001069	Individual
D_429	E_286	D	E	D_05	E_05	Autosomes	K = 4	 0.000368	Individual
D_435	E_286	D	E	D_10	E_05	Autosomes	K = 7	 0.001579	Individual
D_429	E_286	D	E	D_05	E_05	Allosome	K = 5	-0.052049	Individual
D_336	E_286	D	E	D_01	E_05	Autosomes	K = 5	-0.001363	Individual
D_428	E_286	D	E	D_04	E_05	Autosomes	K = 5	 0.002561	Individual
D_427	E_286	D	E	D_03	E_05	Allosome	K = 6	 0.051348	Individual
D_435	E_286	D	E	D_10	E_05	Allosome	K = 5	 0.046219	Individual
D_431	E_286	D	E	D_06	E_05	Allosome	K = 4	-0.039652	Individual
D_426	E_286	D	E	D_02	E_05	Autosomes	K = 2	-0.006218	Individual
D_336	E_286	D	E	D_01	E_05	Autosomes	K = 7	-0.000831	Individual
D_426	E_286	D	E	D_02	E_05	Autosomes	K = 6	-0.002181	Individual
D_426	E_286	D	E	D_02	E_05	Allosome	K = 3	 0.072562	Individual
D_432	E_286	D	E	D_07	E_05	Allosome	K = 4	-0.021064	Individual
D_428	E_286	D	E	D_04	E_05	Autosomes	K = 7	 0.003041	Individual
D_426	E_286	D	E	D_02	E_05	Autosomes	K = 4	-0.001357	Individual
D_432	E_286	D	E	D_07	E_05	Autosomes	K = 5	 0.002655	Individual
D_433	E_286	D	E	D_08	E_05	Autosomes	K = 6	 0.001373	Individual
D_434	E_286	D	E	D_09	E_05	Allosome	K = 5	 0.001274	Individual
D_434	E_286	D	E	D_09	E_05	Allosome	K = 3	 0.000703	Individual
D_435	E_286	D	E	D_10	E_05	Allosome	K = 6	 0.023642	Individual
D_428	E_286	D	E	D_04	E_05	Allosome	K = 6	-0.010280	Individual
D_431	E_286	D	E	D_06	E_05	Autosomes	K = 5	 0.000896	Individual
D_336	E_286	D	E	D_01	E_05	Allosome	K = 3	 0.093635	Individual
D_336	E_286	D	E	D_01	E_05	Autosomes	K = 4	-0.000484	Individual
D_429	E_286	D	E	D_05	E_05	Autosomes	K = 3	 0.000368	Individual
D_433	E_286	D	E	D_08	E_05	Autosomes	K = 7	 0.001868	Individual
D_426	E_286	D	E	D_02	E_05	Autosomes	K = 5	-0.002180	Individual
D_427	E_286	D	E	D_03	E_05	Allosome	K = 7	 0.039508	Individual
D_336	E_286	D	E	D_01	E_05	Allosome	K = 6	 0.071539	Individual
D_433	E_286	D	E	D_08	E_05	Allosome	K = 3	-0.003118	Individual
D_427	E_286	D	E	D_03	E_05	Autosomes	K = 4	-0.000998	Individual
D_431	E_286	D	E	D_06	E_05	Autosomes	K = 6	 0.000886	Individual
D_426	E_286	D	E	D_02	E_05	Autosomes	K = 7	-0.001678	Individual
D_431	E_286	D	E	D_06	E_05	Allosome	K = 5	-0.039188	Individual
D_435	E_286	D	E	D_10	E_05	Autosomes	K = 3	 0.001844	Individual
D_428	E_286	D	E	D_04	E_05	Autosomes	K = 4	 0.003246	Individual
D_427	E_286	D	E	D_03	E_05	Autosomes	K = 6	-0.001896	Individual
D_336	E_286	D	E	D_01	E_05	Allosome	K = 7	 0.063834	Individual
D_427	E_286	D	E	D_03	E_05	Allosome	K = 5	 0.071452	Individual
D_428	E_286	D	E	D_04	E_05	Autosomes	K = 6	 0.002551	Individual
D_426	E_286	D	E	D_02	E_05	Allosome	K = 5	 0.073253	Individual
D_434	E_286	D	E	D_09	E_05	Autosomes	K = 4	-0.001972	Individual
D_429	E_286	D	E	D_05	E_05	Autosomes	K = 5	-0.000330	Individual
D_428	E_286	D	E	D_04	E_05	Allosome	K = 4	 0.012244	Individual
D_336	E_286	D	E	D_01	E_05	Autosomes	K = 3	-0.000484	Individual
D_431	E_286	D	E	D_06	E_05	Autosomes	K = 4	 0.001605	Individual
D_435	E_286	D	E	D_10	E_05	Autosomes	K = 4	 0.001843	Individual
D_432	E_286	D	E	D_07	E_05	Autosomes	K = 3	 0.003263	Individual
D_434	E_286	D	E	D_09	E_05	Autosomes	K = 2	-0.006903	Individual
D_433	E_286	D	E	D_08	E_05	Allosome	K = 4	-0.002912	Individual
D_433	E_286	D	E	D_08	E_05	Allosome	K = 2	-0.026096	Individual
D_426	E_286	D	E	D_02	E_05	Allosome	K = 4	 0.072866	Individual
D_429	E_286	D	E	D_05	E_05	Allosome	K = 4	-0.052490	Individual
D_433	E_286	D	E	D_08	E_05	Autosomes	K = 5	 0.001388	Individual
D_434	E_286	D	E	D_09	E_05	Autosomes	K = 6	-0.002809	Individual
D_435	E_286	D	E	D_10	E_05	Autosomes	K = 6	 0.001049	Individual
D_431	E_286	D	E	D_06	E_05	Allosome	K = 3	-0.041232	Individual
D_431	E_286	D	E	D_06	E_05	Autosomes	K = 3	 0.001605	Individual
D_428	E_286	D	E	D_04	E_05	Allosome	K = 3	 0.011672	Individual
D_336	E_286	D	E	D_01	E_05	Allosome	K = 5	 0.094655	Individual
D_426	E_286	D	E	D_02	E_05	Allosome	K = 6	 0.054426	Individual
D_428	E_286	D	E	D_04	E_05	Allosome	K = 5	 0.012639	Individual
D_432	E_286	D	E	D_07	E_05	Allosome	K = 5	-0.020715	Individual
D_433	E_286	D	E	D_08	E_05	Allosome	K = 6	-0.026184	Individual
D_429	E_286	D	E	D_05	E_05	Allosome	K = 7	-0.037076	Individual
D_431	E_286	D	E	D_06	E_05	Autosomes	K = 7	 0.001387	Individual
D_426	E_286	D	E	D_02	E_05	Allosome	K = 2	 0.036546	Individual
D_429	E_286	D	E	D_05	E_05	Autosomes	K = 2	-0.004206	Individual
D_428	E_286	D	E	D_04	E_05	Autosomes	K = 3	 0.003246	Individual
D_427	E_286	D	E	D_03	E_05	Allosome	K = 2	 0.033509	Individual
D_428	E_286	D	E	D_04	E_05	Allosome	K = 7	-0.009965	Individual
D_433	E_286	D	E	D_08	E_05	Autosomes	K = 3	 0.002051	Individual
D_336	E_286	D	E	D_01	E_05	Autosomes	K = 2	-0.005073	Individual
D_433	E_286	D	E	D_08	E_05	Autosomes	K = 2	-0.003161	Individual
D_432	E_286	D	E	D_07	E_05	Allosome	K = 3	-0.021828	Individual
D_435	E_286	D	E	D_10	E_05	Allosome	K = 3	 0.045277	Individual
D_427	E_286	D	E	D_03	E_05	Allosome	K = 4	 0.071143	Individual
D_336	E_286	D	E	D_01	E_05	Allosome	K = 4	 0.094324	Individual
D_432	E_286	D	E	D_07	E_05	Autosomes	K = 7	 0.003104	Individual
D_429	E_286	D	E	D_05	E_05	Allosome	K = 6	-0.076032	Individual
D_432	E_286	D	E	D_07	E_05	Allosome	K = 2	-0.054554	Individual
D_427	E_286	D	E	D_03	E_05	Autosomes	K = 7	-0.001340	Individual
D_336	E_286	D	E	D_01	E_05	Autosomes	K = 6	-0.001364	Individual
D_435	E_286	D	E	D_10	E_05	Allosome	K = 2	 0.014654	Individual
D_435	E_286	D	E	D_10	E_05	Allosome	K = 4	 0.045780	Individual
D_429	E_286	D	E	D_05	E_05	Autosomes	K = 6	-0.000347	Individual
D_435	E_286	D	E	D_10	E_05	Autosomes	K = 2	-0.003124	Individual
D_432	E_286	D	E	D_07	E_05	Autosomes	K = 6	 0.002633	Individual
D_336	E_286	D	E	D_01	E_05	Allosome	K = 2	 0.053756	Individual
D_433	E_286	D	E	D_08	E_05	Autosomes	K = 4	 0.002051	Individual
D_434	E_286	D	E	D_09	E_05	Allosome	K = 4	 0.001028	Individual
D_432	E_286	D	E	D_07	E_05	Allosome	K = 7	-0.027697	Individual
D_435	E_286	D	E	D_10	E_05	Allosome	K = 7	 0.029494	Individual
D_429	E_286	D	E	D_05	E_05	Autosomes	K = 7	 0.000170	Individual
D_433	E_286	D	E	D_08	E_05	Allosome	K = 7	 0.003614	Individual
D_431	E_286	D	E	D_06	E_05	Autosomes	K = 2	-0.003436	Individual
D_434	E_286	D	E	D_09	E_05	Allosome	K = 7	-0.023217	Individual
D_427	E_286	D	E	D_03	E_05	Autosomes	K = 2	-0.006038	Individual
D_429	E_286	D	E	D_05	E_05	Allosome	K = 2	-0.076197	Individual
D_433	E_286	D	E	D_08	E_05	Allosome	K = 5	-0.002792	Individual
D_427	E_286	D	E	D_03	E_05	Allosome	K = 3	 0.070728	Individual
D_426	E_287	D	E	D_02	E_06	Allosome	K = 7	-0.047993	Individual
D_434	E_287	D	E	D_09	E_06	Autosomes	K = 7	 0.001282	Individual
D_432	E_287	D	E	D_07	E_06	Autosomes	K = 2	-0.005597	Individual
D_426	E_287	D	E	D_02	E_06	Autosomes	K = 3	 0.002603	Individual
D_427	E_287	D	E	D_03	E_06	Autosomes	K = 5	-0.005104	Individual
D_435	E_287	D	E	D_10	E_06	Allosome	K = 4	 0.023895	Individual
D_426	E_287	D	E	D_02	E_06	Allosome	K = 4	 0.021531	Individual
D_428	E_287	D	E	D_04	E_06	Allosome	K = 2	 0.021755	Individual
D_429	E_287	D	E	D_05	E_06	Allosome	K = 5	 0.077102	Individual
D_431	E_287	D	E	D_06	E_06	Allosome	K = 2	 0.050448	Individual
D_428	E_287	D	E	D_04	E_06	Autosomes	K = 2	-0.003031	Individual
D_428	E_287	D	E	D_04	E_06	Allosome	K = 3	 0.064870	Individual
D_434	E_287	D	E	D_09	E_06	Allosome	K = 2	 0.003541	Individual
D_435	E_287	D	E	D_10	E_06	Autosomes	K = 7	 0.002558	Individual
D_435	E_287	D	E	D_10	E_06	Allosome	K = 3	 0.023640	Individual
D_431	E_287	D	E	D_06	E_06	Autosomes	K = 7	 0.000225	Individual
D_336	E_287	D	E	D_01	E_06	Autosomes	K = 4	 0.000577	Individual
D_432	E_287	D	E	D_07	E_06	Autosomes	K = 4	-0.000308	Individual
D_426	E_287	D	E	D_02	E_06	Autosomes	K = 6	 0.002343	Individual
D_435	E_287	D	E	D_10	E_06	Autosomes	K = 5	 0.002582	Individual
D_428	E_287	D	E	D_04	E_06	Autosomes	K = 7	 0.002116	Individual
D_432	E_287	D	E	D_07	E_06	Allosome	K = 4	 0.062726	Individual
D_426	E_287	D	E	D_02	E_06	Allosome	K = 3	 0.020963	Individual
D_431	E_287	D	E	D_06	E_06	Allosome	K = 7	 0.053476	Individual
D_433	E_287	D	E	D_08	E_06	Allosome	K = 6	 0.039583	Individual
D_431	E_287	D	E	D_06	E_06	Allosome	K = 4	 0.085049	Individual
D_336	E_287	D	E	D_01	E_06	Allosome	K = 6	-0.097889	Individual
D_427	E_287	D	E	D_03	E_06	Allosome	K = 6	-0.076421	Individual
D_433	E_287	D	E	D_08	E_06	Allosome	K = 3	 0.071211	Individual
D_431	E_287	D	E	D_06	E_06	Autosomes	K = 6	 0.000586	Individual
D_336	E_287	D	E	D_01	E_06	Autosomes	K = 5	-0.000070	Individual
D_429	E_287	D	E	D_05	E_06	Autosomes	K = 4	-0.000136	Individual
D_428	E_287	D	E	D_04	E_06	Autosomes	K = 5	 0.002150	Individual
D_336	E_287	D	E	D_01	E_06	Allosome	K = 3	-0.058956	Individual
D_434	E_287	D	E	D_09	E_06	Allosome	K = 4	 0.040503	Individual
D_427	E_287	D	E	D_03	E_06	Allosome	K = 4	-0.042730	Individual
D_435	E_287	D	E	D_10	E_06	Autosomes	K = 3	 0.003211	Individual
D_426	E_287	D	E	D_02	E_06	Allosome	K = 5	 0.021438	Individual
D_433	E_287	D	E	D_08	E_06	Allosome	K = 7	 0.028954	Individual
D_434	E_287	D	E	D_09	E_06	Autosomes	K = 3	 0.001924	Individual
D_435	E_287	D	E	D_10	E_06	Autosomes	K = 4	 0.003211	Individual
D_435	E_287	D	E	D_10	E_06	Allosome	K = 5	 0.023892	Individual
D_434	E_287	D	E	D_09	E_06	Autosomes	K = 2	-0.003762	Individual
